,Temperature[C],Humidity[%],eCO2[ppm],Fire Alarm
13360,20.265,51.55,528,1
13361,20.262,51.81,538,1
13362,20.259,51.97,534,1
13363,20.257,52.1,541,1
13364,20.254,52.29,541,1
13365,20.251,52.38,528,1
13366,20.249,52.5,555,1
13367,20.246,52.55,540,1
13368,20.243,52.65,551,1
13369,20.24,52.72,529,1
13370,20.238,52.76,534,1
13371,20.235,52.85,538,1
13372,20.232,52.85,529,1
13373,20.229,52.93,534,1
13374,20.227,53,537,1
13375,20.224,53.05,547,1
13376,20.221,53.1,538,1
13377,20.218,53.15,532,1
13378,20.216,53.19,541,1
13379,20.213,53.27,529,1
13380,20.21,53.29,530,1
13381,20.207,53.31,500,1
13382,20.204,52.58,500,1
13383,20.202,51.6,519,1
13384,20.199,50.8,520,1
13385,20.196,50.13,524,1
13386,20.193,49.58,520,1
13387,20.19,49.14,522,1
13388,20.187,48.81,521,1
13389,20.185,48.56,529,1
13390,20.182,48.29,534,1
13391,20.179,48.14,527,1
13392,20.176,47.96,540,1
13393,20.173,47.83,538,1
13394,20.17,47.69,527,1
13395,20.168,47.64,534,1
13396,20.165,47.5,535,1
13397,20.162,47.41,536,1
13398,20.159,47.35,531,1
13399,20.156,47.31,527,1
13400,20.153,47.25,529,1
13401,20.15,47.19,518,1
13402,20.147,47.13,526,1
13403,20.144,47.05,531,1
13404,20.141,47.04,530,1
13405,20.139,47.01,530,1
13406,20.136,46.91,516,1
13407,20.133,46.88,527,1
13408,20.13,46.83,536,1
13409,20.127,46.83,528,1
13410,20.124,46.79,531,1
13411,20.121,46.76,563,1
13412,20.118,47.49,566,1
13413,20.115,48.35,568,1
13414,20.112,49.16,545,1
13415,20.109,49.78,546,1
13416,20.106,50.33,544,1
13417,20.103,50.76,543,1
13418,20.1,51.07,534,1
13419,20.097,51.37,543,1
13420,20.094,51.6,541,1
13421,20.091,51.81,539,1
13422,20.088,51.98,529,1
13423,20.085,52.14,525,1
13424,20.082,52.25,524,1
13425,20.079,52.39,515,1
13426,20.076,52.5,518,1
13427,20.073,52.58,530,1
13428,20.07,52.67,520,1
13429,20.067,52.73,520,1
13430,20.064,52.82,527,1
13431,20.061,52.88,519,1
13432,20.058,52.97,527,1
13433,20.055,53.01,524,1
13434,20.052,53.08,528,1
13435,20.049,53.13,542,1
13436,20.046,53.16,527,1
13437,20.042,53.19,533,1
13438,20.039,53.25,521,1
13439,20.036,53.29,529,1
13440,20.033,53.35,535,1
13441,20.03,53.4,500,1
13442,20.027,52.63,498,1
13443,20.024,51.65,498,1
13444,20.021,50.86,507,1
13445,20.018,50.19,516,1
13446,20.015,49.6,509,1
13447,20.011,49.21,518,1
13448,20.008,48.88,521,1
13449,20.005,48.57,520,1
13450,20.002,48.33,525,1
13451,19.999,48.16,509,1
13452,19.996,48.05,521,1
13453,19.993,47.88,515,1
13454,19.989,47.79,515,1
13455,19.986,47.62,515,1
13456,19.983,47.57,524,1
13457,19.98,47.51,522,1
13458,19.977,47.42,517,1
13459,19.974,47.39,525,1
13460,19.97,47.29,511,1
13461,19.967,47.24,512,1
13462,19.964,47.17,516,1
13463,19.961,47.11,513,1
13464,19.958,47.13,519,1
13465,19.954,47.01,512,1
13466,19.951,47.01,518,1
13467,19.948,46.96,520,1
13468,19.945,46.97,513,1
13469,19.941,46.88,519,1
13470,19.938,46.81,513,1
13471,19.935,46.86,550,1
13472,19.932,47.52,553,1
13473,19.929,48.43,549,1
13474,19.925,49.15,535,1
13475,19.922,49.79,530,1
13476,19.919,50.34,545,1
13477,19.915,50.74,529,1
13478,19.912,51.08,521,1
13479,19.909,51.37,528,1
13480,19.906,51.63,541,1
13481,19.902,51.8,527,1
13482,19.899,51.99,525,1
13483,19.896,52.16,527,1
13484,19.892,52.31,534,1
13485,19.889,52.44,523,1
13486,19.886,52.52,509,1
13487,19.883,52.59,528,1
13488,19.879,52.71,530,1
13489,19.876,52.74,529,1
13490,19.873,52.83,520,1
13491,19.869,52.91,515,1
13492,19.866,52.98,527,1
13493,19.863,53.03,520,1
13494,19.859,53.1,527,1
13495,19.856,53.11,515,1
13496,19.853,53.19,526,1
13497,19.849,53.21,517,1
13498,19.846,53.26,524,1
13499,19.842,53.31,506,1
13500,19.839,53.33,522,1
13501,19.836,53.36,490,1
13502,19.832,52.59,487,1
13503,19.829,51.69,478,1
13504,19.826,50.77,497,1
13505,19.822,50.19,502,1
13506,19.819,49.65,504,1
13507,19.815,49.18,509,1
13508,19.812,48.91,502,1
13509,19.809,48.57,526,1
13510,19.805,48.41,515,1
13511,19.802,48.2,518,1
13512,19.798,48.02,512,1
13513,19.795,47.87,515,1
13514,19.791,47.76,521,1
13515,19.788,47.66,514,1
13516,19.785,47.57,522,1
13517,19.781,47.5,522,1
13518,19.778,47.42,517,1
13519,19.774,47.35,519,1
13520,19.771,47.27,522,1
13521,19.767,47.24,520,1
13522,19.764,47.19,521,1
13523,19.76,47.09,511,1
13524,19.757,47.06,514,1
13525,19.753,47.04,513,1
13526,19.75,46.97,522,1
13527,19.746,46.97,513,1
13528,19.743,46.96,507,1
13529,19.739,46.87,511,1
13530,19.736,46.84,514,1
13531,19.732,46.83,544,1
13532,19.729,47.57,541,1
13533,19.725,48.42,545,1
13534,19.722,49.21,545,1
13535,19.718,49.89,536,1
13536,19.715,50.36,536,1
13537,19.711,50.82,524,1
13538,19.708,51.08,521,1
13539,19.704,51.45,528,1
13540,19.701,51.69,526,1
13541,19.697,51.86,526,1
13542,19.694,52.05,518,1
13543,19.69,52.25,528,1
13544,19.686,52.34,527,1
13545,19.683,52.43,522,1
13546,19.679,52.54,519,1
13547,19.676,52.63,522,1
13548,19.672,52.72,516,1
13549,19.669,52.78,521,1
13550,19.665,52.84,525,1
13551,19.661,52.91,508,1
13552,19.658,52.99,518,1
13553,19.654,53.03,515,1
13554,19.651,53.09,517,1
13555,19.647,53.15,513,1
13556,19.643,53.12,510,1
13557,19.64,53.22,512,1
13558,19.636,53.24,514,1
13559,19.633,53.3,511,1
13560,19.629,53.34,520,1
13561,19.625,53.4,485,1
13562,19.622,52.59,474,1
13563,19.618,51.68,493,1
13564,19.614,50.84,500,1
13565,19.611,50.19,492,1
13566,19.607,49.65,494,1
13567,19.603,49.13,510,1
13568,19.6,48.82,502,1
13569,19.596,48.59,507,1
13570,19.592,48.35,505,1
13571,19.589,48.13,511,1
13572,19.585,48.01,500,1
13573,19.581,47.87,506,1
13574,19.578,47.73,515,1
13575,19.574,47.66,498,1
13576,19.57,47.58,520,1
13577,19.567,47.47,497,1
13578,19.563,47.43,493,1
13579,19.559,47.32,504,1
13580,19.556,47.26,506,1
13581,19.552,47.16,513,1
13582,19.548,47.19,508,1
13583,19.544,47.06,505,1
13584,19.541,47.07,504,1
13585,19.537,47.02,515,1
13586,19.533,46.98,511,1
13587,19.529,46.93,511,1
13588,19.526,46.88,518,1
13589,19.522,46.83,513,1
13590,19.518,46.83,497,1
13591,19.515,46.77,533,1
13592,19.511,47.55,538,1
13593,19.507,48.44,538,1
13594,19.503,49.15,536,1
13595,19.499,49.83,523,1
13596,19.496,50.33,529,1
13597,19.492,50.75,518,1
13598,19.488,51.12,535,1
13599,19.484,51.43,513,1
13600,19.481,51.65,509,1
13601,19.477,51.82,515,1
13602,19.473,52.04,520,1
13603,19.469,52.22,521,1
13604,19.465,52.34,520,1
13605,19.462,52.43,521,1
13606,19.458,52.55,520,1
13607,19.454,52.69,522,1
13608,19.45,52.74,510,1
13609,19.446,52.79,517,1
13610,19.442,52.85,515,1
13611,19.439,52.9,524,1
13612,19.435,53,504,1
13613,19.431,53.03,507,1
13614,19.427,53.11,514,1
13615,19.423,53.15,522,1
13616,19.419,53.2,515,1
13617,19.416,53.26,512,1
13618,19.412,53.31,515,1
13619,19.408,53.32,515,1
13620,19.404,53.38,502,1
13621,19.4,53.44,479,1
13622,19.396,52.65,483,1
13623,19.392,51.67,479,1
13624,19.389,50.89,483,1
13625,19.385,50.24,494,1
13626,19.381,49.64,503,1
13627,19.377,49.19,500,1
13628,19.373,48.87,512,1
13629,19.369,48.59,501,1
13630,19.365,48.35,509,1
13631,19.361,48.23,500,1
13632,19.357,48.04,500,1
13633,19.354,47.85,510,1
13634,19.35,47.78,515,1
13635,19.346,47.67,515,1
13636,19.342,47.58,487,1
13637,19.338,47.51,509,1
13638,19.334,47.43,494,1
13639,19.33,47.33,499,1
13640,19.326,47.28,501,1
13641,19.322,47.23,505,1
13642,19.318,47.19,504,1
13643,19.314,47.15,497,1
13644,19.31,47.1,504,1
13645,19.306,47.04,506,1
13646,19.302,47.02,505,1
13647,19.298,46.98,497,1
13648,19.294,46.94,504,1
13649,19.29,46.93,500,1
13650,19.287,46.87,509,1
13651,19.283,46.88,529,1
13652,19.279,47.62,538,1
13653,19.275,48.51,518,1
13654,19.271,49.27,525,1
13655,19.267,49.91,517,1
13656,19.263,50.43,529,1
13657,19.259,50.84,506,1
13658,19.255,51.2,514,1
13659,19.251,51.44,513,1
13660,19.247,51.7,515,1
13661,19.243,51.88,520,1
13662,19.239,52.08,528,1
13663,19.235,52.23,507,1
13664,19.231,52.36,512,1
13665,19.227,52.46,526,1
13666,19.222,52.56,506,1
13667,19.218,52.67,520,1
13668,19.214,52.72,515,1
13669,19.21,52.83,512,1
13670,19.206,52.88,517,1
13671,19.202,52.93,513,1
13672,19.198,53.02,521,1
13673,19.194,53.06,519,1
13674,19.19,53.12,522,1
13675,19.186,53.14,496,1
13676,19.182,53.21,508,1
13677,19.178,53.24,513,1
13678,19.174,53.29,523,1
13679,19.17,53.35,513,1
13680,19.166,53.37,513,1
13681,19.162,53.4,484,1
13682,19.158,52.66,494,1
13683,19.154,51.7,493,1
13684,19.149,50.9,490,1
13685,19.145,50.22,488,1
13686,19.141,49.68,506,1
13687,19.137,49.26,509,1
13688,19.133,48.88,506,1
13689,19.129,48.58,511,1
13690,19.125,48.41,504,1
13691,19.121,48.21,504,1
13692,19.117,48.02,504,1
13693,19.112,47.89,510,1
13694,19.108,47.84,500,1
13695,19.104,47.72,509,1
13696,19.1,47.64,495,1
13697,19.096,47.51,504,1
13698,19.092,47.43,503,1
13699,19.088,47.34,504,1
13700,19.084,47.33,503,1
13701,19.079,47.31,508,1
13702,19.075,47.21,509,1
13703,19.071,47.16,500,1
13704,19.067,47.14,509,1
13705,19.063,47.1,500,1
13706,19.059,47.05,506,1
13707,19.055,47.01,515,1
13708,19.05,46.98,513,1
13709,19.046,46.91,495,1
13710,19.042,46.88,499,1
13711,19.038,46.89,529,1
13712,19.034,47.59,531,1
13713,19.029,48.49,552,1
13714,19.025,49.21,541,1
13715,19.021,49.86,527,1
13716,19.017,50.38,522,1
13717,19.013,50.76,529,1
13718,19.009,51.13,527,1
13719,19.004,51.43,522,1
13720,19,51.68,519,1
13721,18.996,51.89,520,1
13722,18.992,52.07,519,1
13723,18.987,52.21,522,1
13724,18.983,52.32,520,1
13725,18.979,52.43,514,1
13726,18.975,52.52,522,1
13727,18.971,52.59,511,1
13728,18.966,52.68,525,1
13729,18.962,52.74,529,1
13730,18.958,52.83,514,1
13731,18.954,52.89,521,1
13732,18.949,52.97,519,1
13733,18.945,53.01,514,1
13734,18.941,53.04,517,1
13735,18.937,53.11,525,1
13736,18.932,53.15,519,1
13737,18.928,53.23,519,1
13738,18.924,53.23,506,1
13739,18.92,53.31,511,1
13740,18.915,53.34,505,1
13741,18.911,53.38,483,1
13742,18.907,52.59,474,1
13743,18.903,51.66,480,1
13744,18.898,50.8,500,1
13745,18.894,50.15,506,1
13746,18.89,49.65,495,1
13747,18.885,49.18,498,1
13748,18.881,48.84,515,1
13749,18.877,48.53,495,1
13750,18.873,48.35,515,1
13751,18.868,48.13,509,1
13752,18.864,48.03,513,1
13753,18.86,47.88,510,1
13754,18.855,47.72,509,1
13755,18.851,47.69,505,1
13756,18.847,47.59,507,1
13757,18.842,47.45,511,1
13758,18.838,47.41,511,1
13759,18.834,47.35,496,1
13760,18.829,47.26,500,1
13761,18.825,47.21,509,1
13762,18.821,47.19,514,1
13763,18.816,47.12,501,1
13764,18.812,47.07,502,1
13765,18.808,47.05,502,1
13766,18.803,46.94,512,1
13767,18.799,46.9,506,1
13768,18.795,46.91,494,1
13769,18.79,46.84,510,1
13770,18.786,46.83,494,1
13771,18.782,46.8,533,1
13772,18.777,47.5,536,1
13773,18.773,48.36,544,1
13774,18.769,49.14,532,1
13775,18.764,49.84,524,1
13776,18.76,50.33,527,1
13777,18.756,50.74,507,1
13778,18.751,51.11,507,1
13779,18.747,51.38,517,1
13780,18.742,51.64,502,1
13781,18.738,51.84,520,1
13782,18.734,52.03,513,1
13783,18.729,52.21,518,1
13784,18.725,52.33,510,1
13785,18.72,52.47,508,1
13786,18.716,52.58,499,1
13787,18.712,52.63,502,1
13788,18.707,52.74,509,1
13789,18.703,52.8,500,1
13790,18.698,52.92,497,1
13791,18.694,52.93,501,1
13792,18.69,53.03,504,1
13793,18.685,53.06,509,1
13794,18.681,53.1,506,1
13795,18.676,53.16,498,1
13796,18.672,53.17,486,1
13797,18.668,53.26,495,1
13798,18.663,53.29,500,1
13799,18.659,53.32,500,1
13800,18.654,53.34,497,1
13801,18.65,53.4,476,1
13802,18.645,52.65,474,1
13803,18.641,51.68,478,1
13804,18.636,50.86,485,1
13805,18.632,50.2,485,1
13806,18.628,49.65,497,1
13807,18.623,49.2,491,1
13808,18.619,48.87,497,1
13809,18.614,48.58,509,1
13810,18.61,48.37,509,1
13811,18.605,48.19,503,1
13812,18.601,48.02,500,1
13813,18.596,47.88,509,1
13814,18.592,47.78,498,1
13815,18.587,47.7,509,1
13816,18.583,47.57,504,1
13817,18.578,47.49,508,1
13818,18.574,47.42,510,1
13819,18.57,47.35,508,1
13820,18.565,47.31,509,1
13821,18.561,47.23,508,1
13822,18.556,47.2,510,1
13823,18.552,47.13,497,1
13824,18.547,47.11,506,1
13825,18.543,47.08,508,1
13826,18.538,47.03,502,1
13827,18.534,46.99,493,1
13828,18.529,46.92,504,1
13829,18.525,46.88,503,1
13830,18.52,46.9,508,1
13831,18.516,46.88,524,1
13832,18.511,47.61,538,1
13833,18.506,48.47,526,1
13834,18.502,49.21,527,1
13835,18.497,49.89,521,1
13836,18.493,50.39,522,1
13837,18.488,50.82,506,1
13838,18.484,51.14,518,1
13839,18.479,51.44,513,1
13840,18.475,51.67,509,1
13841,18.47,51.87,506,1
13842,18.466,52.05,511,1
13843,18.461,52.22,523,1
13844,18.457,52.33,515,1
13845,18.452,52.46,509,1
13846,18.448,52.57,511,1
13847,18.443,52.63,518,1
13848,18.438,52.7,520,1
13849,18.434,52.83,509,1
13850,18.429,52.89,505,1
13851,18.425,52.92,509,1
13852,18.42,53.01,509,1
13853,18.416,53.01,510,1
13854,18.411,53.11,513,1
13855,18.407,53.17,520,1
13856,18.402,53.18,509,1
13857,18.397,53.27,515,1
13858,18.393,53.28,509,1
13859,18.388,53.34,512,1
13860,18.384,53.37,512,1
13861,18.379,53.41,487,1
13862,18.374,52.67,493,1
13863,18.37,51.66,481,1
13864,18.365,50.84,483,1
13865,18.361,50.13,501,1
13866,18.356,49.65,497,1
13867,18.351,49.22,491,1
13868,18.347,48.87,495,1
13869,18.342,48.61,490,1
13870,18.338,48.37,505,1
13871,18.333,48.17,503,1
13872,18.328,48.05,498,1
13873,18.324,47.88,493,1
13874,18.319,47.77,496,1
13875,18.315,47.7,491,1
13876,18.31,47.59,502,1
13877,18.305,47.53,490,1
13878,18.301,47.41,511,1
13879,18.296,47.35,512,1
13880,18.292,47.32,509,1
13881,18.287,47.23,500,1
13882,18.282,47.19,502,1
13883,18.278,47.14,490,1
13884,18.273,47.08,500,1
13885,18.268,47.04,500,1
13886,18.264,47.01,488,1
13887,18.259,46.98,505,1
13888,18.254,46.94,493,1
13889,18.25,46.91,497,1
13890,18.245,46.84,497,1
13891,18.241,46.78,528,1
13892,18.236,47.59,534,1
13893,18.231,48.42,506,1
13894,18.227,49.18,520,1
13895,18.222,49.85,508,1
13896,18.217,50.39,504,1
13897,18.213,50.77,514,1
13898,18.208,51.14,506,1
13899,18.203,51.42,502,1
13900,18.199,51.7,499,1
13901,18.194,51.88,522,1
13902,18.189,52.08,509,1
13903,18.185,52.21,509,1
13904,18.18,52.34,516,1
13905,18.175,52.44,509,1
13906,18.171,52.54,517,1
13907,18.166,52.66,509,1
13908,18.161,52.73,506,1
13909,18.157,52.8,506,1
13910,18.152,52.86,499,1
13911,18.147,52.92,505,1
13912,18.142,53,508,1
13913,18.138,53.01,512,1
13914,18.133,53.05,512,1
13915,18.128,53.12,500,1
13916,18.124,53.15,505,1
13917,18.119,53.23,506,1
13918,18.114,53.28,501,1
13919,18.11,53.34,500,1
13920,18.105,53.36,505,1
13921,18.1,53.38,469,1
13922,18.095,52.62,481,1
13923,18.091,51.71,471,1
13924,18.086,50.85,470,1
13925,18.081,50.22,485,1
13926,18.077,49.67,488,1
13927,18.072,49.24,484,1
13928,18.067,48.88,485,1
13929,18.062,48.59,487,1
13930,18.058,48.42,497,1
13931,18.053,48.19,484,1
13932,18.048,48.02,491,1
13933,18.044,47.89,490,1
13934,18.039,47.76,493,1
13935,18.034,47.65,483,1
13936,18.029,47.54,500,1
13937,18.025,47.54,490,1
13938,18.02,47.42,492,1
13939,18.015,47.38,497,1
13940,18.01,47.3,490,1
13941,18.006,47.27,479,1
13942,18.001,47.26,479,1
13943,17.996,47.18,495,1
13944,17.991,47.17,474,1
13945,17.987,47.11,485,1
13946,17.982,47.1,481,1
13947,17.977,47.07,494,1
13948,17.972,46.98,493,1
13949,17.968,46.98,484,1
13950,17.963,46.93,479,1
13951,17.958,46.92,505,1
13952,17.953,47.63,513,1
13953,17.949,48.46,518,1
13954,17.944,49.23,497,1
13955,17.939,49.87,513,1
13956,17.934,50.41,510,1
13957,17.929,50.83,498,1
13958,17.925,51.19,506,1
13959,17.92,51.45,501,1
13960,17.915,51.73,503,1
13961,17.91,51.91,499,1
13962,17.906,52.11,499,1
13963,17.901,52.24,496,1
13964,17.896,52.38,508,1
13965,17.891,52.51,507,1
13966,17.886,52.58,498,1
13967,17.882,52.71,497,1
13968,17.877,52.78,505,1
13969,17.872,52.84,490,1
13970,17.867,52.92,483,1
13971,17.862,52.97,502,1
13972,17.858,53.05,504,1
13973,17.853,53.13,499,1
13974,17.848,53.17,497,1
13975,17.843,53.22,493,1
13976,17.838,53.32,498,1
13977,17.834,53.35,488,1
13978,17.829,53.37,504,1
13979,17.824,53.42,498,1
13980,17.819,53.44,487,1
13981,17.814,53.49,454,1
13982,17.81,52.74,462,1
13983,17.805,51.78,470,1
13984,17.8,50.97,468,1
13985,17.795,50.28,480,1
13986,17.79,49.73,483,1
13987,17.786,49.3,470,1
13988,17.781,48.91,479,1
13989,17.776,48.7,483,1
13990,17.771,48.42,490,1
13991,17.766,48.21,483,1
13992,17.761,48.1,490,1
13993,17.757,47.94,476,1
13994,17.752,47.82,481,1
13995,17.747,47.7,485,1
13996,17.742,47.62,477,1
13997,17.737,47.5,490,1
13998,17.732,47.47,479,1
13999,17.728,47.39,486,1
14000,17.723,47.33,483,1
14001,17.718,47.32,485,1
14002,17.713,47.21,486,1
14003,17.708,47.2,483,1
14004,17.703,47.16,490,1
14005,17.699,47.11,481,1
14006,17.694,47.02,476,1
14007,17.689,47.02,493,1
14008,17.684,46.99,495,1
14009,17.679,46.95,494,1
14010,17.674,46.92,486,1
14011,17.669,46.94,513,1
14012,17.665,47.66,528,1
14013,17.66,48.5,515,1
14014,17.655,49.29,520,1
14015,17.65,49.93,505,1
14016,17.645,50.44,500,1
14017,17.64,50.88,500,1
14018,17.635,51.2,500,1
14019,17.631,51.54,511,1
14020,17.626,51.71,493,1
14021,17.621,51.95,493,1
14022,17.616,52.12,486,1
14023,17.611,52.3,490,1
14024,17.606,52.42,495,1
14025,17.601,52.55,486,1
14026,17.597,52.65,497,1
14027,17.592,52.73,500,1
14028,17.587,52.84,492,1
14029,17.582,52.92,490,1
14030,17.577,52.96,496,1
14031,17.572,53.04,488,1
14032,17.567,53.08,490,1
14033,17.562,53.14,496,1
14034,17.557,53.23,490,1
14035,17.553,53.27,493,1
14036,17.548,53.24,497,1
14037,17.543,53.33,507,1
14038,17.538,53.4,502,1
14039,17.533,53.43,499,1
14040,17.528,53.45,486,1
14041,17.523,53.47,471,1
14042,17.518,52.71,465,1
14043,17.513,51.79,465,1
14044,17.509,50.94,475,1
14045,17.504,50.33,476,1
14046,17.499,49.79,478,1
14047,17.494,49.36,486,1
14048,17.489,49.04,481,1
14049,17.484,48.71,485,1
14050,17.479,48.5,487,1
14051,17.474,48.34,480,1
14052,17.469,48.19,472,1
14053,17.464,48.04,486,1
14054,17.46,47.88,486,1
14055,17.455,47.82,491,1
14056,17.45,47.7,483,1
14057,17.445,47.61,497,1
14058,17.44,47.54,487,1
14059,17.435,47.47,485,1
14060,17.43,47.41,470,1
14061,17.425,47.3,479,1
14062,17.42,47.29,486,1
14063,17.415,47.21,478,1
14064,17.41,47.22,477,1
14065,17.406,47.15,491,1
14066,17.401,47.14,495,1
14067,17.396,47.08,486,1
14068,17.391,47.04,486,1
14069,17.386,47,479,1
14070,17.381,46.94,479,1
14071,17.376,46.92,509,1
14072,17.371,47.62,530,1
14073,17.366,48.51,520,1
14074,17.361,49.3,501,1
14075,17.356,49.94,496,1
14076,17.351,50.46,498,1
14077,17.346,50.9,490,1
14078,17.342,51.27,505,1
14079,17.337,51.55,488,1
14080,17.332,51.78,492,1
14081,17.327,51.94,490,1
14082,17.322,52.16,493,1
14083,17.317,52.27,488,1
14084,17.312,52.45,498,1
14085,17.307,52.54,493,1
14086,17.302,52.65,502,1
14087,17.297,52.69,497,1
14088,17.292,52.78,501,1
14089,17.287,52.9,493,1
14090,17.282,52.98,497,1
14091,17.277,53.05,490,1
14092,17.272,53.11,494,1
14093,17.267,53.14,492,1
14094,17.263,53.14,501,1
14095,17.258,53.19,490,1
14096,17.253,53.31,495,1
14097,17.248,53.29,498,1
14098,17.243,53.34,495,1
14099,17.238,53.37,490,1
14100,17.233,53.44,496,1
14101,17.228,53.49,471,1
14102,17.223,52.7,467,1
14103,17.218,51.77,464,1
14104,17.213,50.91,468,1
14105,17.208,50.29,467,1
14106,17.203,49.75,472,1
14107,17.198,49.27,482,1
14108,17.193,48.91,480,1
14109,17.188,48.68,484,1
14110,17.183,48.44,485,1
14111,17.178,48.23,483,1
14112,17.173,48.09,494,1
14113,17.168,47.95,484,1
14114,17.163,47.83,479,1
14115,17.159,47.75,491,1
14116,17.154,47.64,479,1
14117,17.149,47.59,486,1
14118,17.144,47.55,482,1
14119,17.139,47.42,479,1
14120,17.134,47.38,490,1
14121,17.129,47.31,491,1
14122,17.124,47.27,472,1
14123,17.119,47.23,481,1
14124,17.114,47.18,483,1
14125,17.109,47.12,493,1
14126,17.104,47.05,474,1
14127,17.099,47.02,487,1
14128,17.094,47.01,479,1
14129,17.089,47,490,1
14130,17.084,46.94,483,1
14131,17.079,46.92,504,1
14132,17.074,47.66,517,1
14133,17.069,48.53,513,1
14134,17.064,49.31,500,1
14135,17.059,49.98,509,1
14136,17.054,50.46,500,1
14137,17.049,50.83,508,1
14138,17.044,51.21,494,1
14139,17.039,51.53,509,1
14140,17.034,51.72,501,1
14141,17.029,51.93,492,1
14142,17.024,52.14,494,1
14143,17.019,52.28,487,1
14144,17.014,52.42,504,1
14145,17.009,52.5,487,1
14146,17.004,52.64,483,1
14147,16.999,52.71,504,1
14148,16.994,52.79,503,1
14149,16.989,52.87,495,1
14150,16.984,52.96,501,1
14151,16.98,52.98,500,1
14152,16.975,53.03,503,1
14153,16.97,53.11,483,1
14154,16.965,53.19,500,1
14155,16.96,53.23,490,1
14156,16.955,53.28,499,1
14157,16.95,53.3,491,1
14158,16.945,53.36,490,1
14159,16.94,53.4,495,1
14160,16.935,53.44,493,1
14161,16.93,53.46,468,1
14162,16.925,52.67,454,1
14163,16.92,51.76,474,1
14164,16.915,50.91,454,1
14165,16.91,50.28,473,1
14166,16.905,49.75,481,1
14167,16.9,49.27,477,1
14168,16.895,48.98,491,1
14169,16.89,48.71,481,1
14170,16.885,48.43,486,1
14171,16.88,48.24,491,1
14172,16.875,48.11,489,1
14173,16.87,47.97,481,1
14174,16.865,47.79,484,1
14175,16.86,47.73,486,1
14176,16.855,47.64,483,1
14177,16.85,47.57,486,1
14178,16.845,47.49,477,1
14179,16.84,47.43,470,1
14180,16.835,47.37,462,1
14181,16.83,47.29,470,1
14182,16.825,47.27,471,1
14183,16.82,47.23,479,1
14184,16.815,47.21,472,1
14185,16.81,47.11,467,1
14186,16.805,47.06,463,1
14187,16.8,47.06,479,1
14188,16.795,47.03,480,1
14189,16.79,47,471,1
14190,16.785,46.95,479,1
14191,16.78,46.91,504,1
14192,16.775,47.68,510,1
14193,16.77,48.52,495,1
14194,16.765,49.33,501,1
14195,16.76,49.94,494,1
14196,16.755,50.43,490,1
14197,16.75,50.87,492,1
14198,16.745,51.21,497,1
14199,16.74,51.53,481,1
14200,16.735,51.73,483,1
14201,16.73,51.91,491,1
14202,16.725,52.15,488,1
14203,16.72,52.3,488,1
14204,16.715,52.42,479,1
14205,16.71,52.55,472,1
14206,16.705,52.65,482,1
14207,16.7,52.74,493,1
14208,16.695,52.83,498,1
14209,16.69,52.89,496,1
14210,16.685,52.91,490,1
14211,16.68,53.02,481,1
14212,16.675,53.09,493,1
14213,16.67,53.14,478,1
14214,16.665,53.17,488,1
14215,16.66,53.23,488,1
14216,16.655,53.28,481,1
14217,16.65,53.34,495,1
14218,16.645,53.39,495,1
14219,16.64,53.39,479,1
14220,16.635,53.46,502,1
14221,16.63,53.45,473,1
14222,16.625,52.71,451,1
14223,16.62,51.73,461,1
14224,16.615,50.92,466,1
14225,16.61,50.22,469,1
14226,16.605,49.72,469,1
14227,16.6,49.27,477,1
14228,16.595,48.95,481,1
14229,16.59,48.67,478,1
14230,16.585,48.42,479,1
14231,16.58,48.28,483,1
14232,16.575,48.08,477,1
14233,16.57,47.93,474,1
14234,16.565,47.8,484,1
14235,16.56,47.72,472,1
14236,16.555,47.64,474,1
14237,16.55,47.58,472,1
14238,16.545,47.5,476,1
14239,16.54,47.42,471,1
14240,16.535,47.36,484,1
14241,16.53,47.31,482,1
14242,16.525,47.27,481,1
14243,16.52,47.23,484,1
14244,16.515,47.15,472,1
14245,16.51,47.11,487,1
14246,16.505,47.07,481,1
14247,16.5,47.03,478,1
14248,16.495,47,483,1
14249,16.49,46.95,477,1
14250,16.485,46.94,475,1
14251,16.48,46.91,502,1
14252,16.475,47.65,509,1
14253,16.47,48.49,504,1
14254,16.465,49.27,500,1
14255,16.46,49.91,493,1
14256,16.455,50.43,497,1
14257,16.45,50.83,491,1
14258,16.445,51.19,498,1
14259,16.44,51.48,483,1
14260,16.435,51.75,481,1
14261,16.43,51.95,477,1
14262,16.425,52.09,479,1
14263,16.42,52.25,490,1
14264,16.415,52.38,490,1
14265,16.41,52.5,488,1
14266,16.405,52.6,469,1
14267,16.4,52.68,479,1
14268,16.395,52.79,487,1
14269,16.39,52.86,482,1
14270,16.385,52.93,488,1
14271,16.38,52.94,474,1
14272,16.375,53.01,470,1
14273,16.37,53.1,483,1
14274,16.365,53.14,492,1
14275,16.36,53.25,482,1
14276,16.355,53.23,483,1
14277,16.35,53.28,479,1
14278,16.345,53.34,488,1
14279,16.34,53.36,495,1
14280,16.335,53.38,482,1
14281,16.33,53.41,456,1
14282,16.325,52.67,458,1
14283,16.32,51.77,465,1
14284,16.315,50.93,454,1
14285,16.31,50.23,472,1
14286,16.305,49.72,470,1
14287,16.3,49.29,475,1
14288,16.295,48.95,467,1
14289,16.29,48.66,465,1
14290,16.285,48.44,470,1
14291,16.28,48.25,468,1
